Region,Country,ISO Code,Drug Group,Drug,Year,KG Equivalent
Europe,Denmark,DNK,Substances not under international control,Plant-based NPS,2005,1600
Europe,Denmark,DNK,ATS,Ecstasy-type substances,2005,11.976845
Europe,Denmark,DNK,ATS,Amphetamine,2005,195.02
Europe,Denmark,DNK,ATS,Methamphetamine,2005,8.7
Europe,Denmark,DNK,Non-specified,Non-specified,2005,1.00E-05
Europe,Denmark,DNK,Sedatives and Tranquillizers,GHB,2005,1.63
Americas,Dominica,DMA,Cannabis-type,Marijuana (herb),2005,330
Americas,Dominica,DMA,Cannabis-type,Hashish (resin),2005,0.25
Americas,Dominica,DMA,Cannabis-type,Cannabis plants,2005,23076.3
Americas,Dominica,DMA,Cocaine-type,Crack,2005,0.269
Americas,Dominica,DMA,Cocaine-type,"Cocaine (base, paste and salts)",2005,0.23
Americas,Dominican Republic,DOM,Cocaine-type,"Cocaine (base, paste and salts)",2005,0.0003
Americas,Dominican Republic,DOM,Opioids,Heroin,2005,0.00018
Americas,Dominican Republic,DOM,Cannabis-type,Marijuana (herb),2005,1253
Americas,Dominican Republic,DOM,Cocaine-type,"Cocaine (base, paste and salts)",2005,2246.404
Americas,Dominican Republic,DOM,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,7.00E-05
Americas,Dominican Republic,DOM,Opioids,Heroin,2005,121.734
Americas,Dominican Republic,DOM,Cannabis-type,Marijuana (herb),2005,556.374
Americas,Dominican Republic,DOM,Cannabis-type,Hashish (resin),2005,0.309
Americas,Dominican Republic,DOM,Cannabis-type,Cannabis plants,2005,242.5
Americas,Dominican Republic,DOM,Cannabis-type,Cannabis seed,2005,0.00204
Americas,Dominican Republic,DOM,Cocaine-type,Crack,2005,14.254
Americas,Dominican Republic,DOM,ATS,Ecstasy-type substances,2005,76.075662
Americas,Dominican Republic,DOM,ATS,Methamphetamine,2005,0.075
Americas,Ecuador,ECU,Cocaine-type,"Cocaine (base, paste and salts)",2005,43361.129
Americas,Ecuador,ECU,Opioids,Heroin,2005,238.422
Americas,Ecuador,ECU,Cannabis-type,Marijuana (herb),2005,522.831
Americas,Ecuador,ECU,ATS,Ecstasy-type substances,2005,0.419
Americas,Ecuador,ECU,Opioids,Poppy plants,2005,750
Americas,Ecuador,ECU,Cocaine-type,Coca leaf,2005,686.13
Americas,Ecuador,ECU,Hallucinogens,LSD,2005,0.00383
Africa,Egypt,EGY,Cannabis-type,Cannabis plants,2005,380
Africa,Egypt,EGY,Cannabis-type,Cannabis seed,2005,34.5
Africa,Egypt,EGY,Opioids,Poppy seed,2005,39
Africa,Egypt,EGY,ATS,Non-specified ATS,2005,1.394999981
Africa,Egypt,EGY,Cannabis-type,Marijuana (herb),2005,78084
Africa,Egypt,EGY,Cannabis-type,Hashish (resin),2005,1529
Africa,Egypt,EGY,Opioids,Opium,2005,44.5
Africa,Egypt,EGY,Opioids,Heroin,2005,31.5
Africa,Egypt,EGY,Cocaine-type,"Cocaine (base, paste and salts)",2005,0.053
Africa,Egypt,EGY,ATS,Ecstasy-type substances,2005,2.895093
Africa,Egypt,EGY,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,3.254229927
Africa,Egypt,EGY,Opioids,Poppy plants,2005,30
Africa,Egypt,EGY,Cannabis-type,Non-specified cannabis-type,2005,1529
Americas,El Salvador,SLV,Cocaine-type,"Cocaine (base, paste and salts)",2005,32.7267
Americas,El Salvador,SLV,Opioids,Heroin,2005,24.381
Americas,El Salvador,SLV,Cannabis-type,Marijuana (herb),2005,479.622
Americas,El Salvador,SLV,Cannabis-type,Cannabis plants,2005,38.9
Americas,El Salvador,SLV,Cocaine-type,Crack,2005,6.1
Americas,El Salvador,SLV,Cocaine-type,Other coca/cocaine type,2005,32.8
Africa,Eritrea,ERI,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.02
Africa,Eritrea,ERI,Cannabis-type,Marijuana (herb),2005,10.58
Africa,Eritrea,ERI,Cannabis-type,Hashish (resin),2005,0.5
Africa,Eritrea,ERI,Cannabis-type,Cannabis plants,2005,13.46
Africa,Eritrea,ERI,Substances not under international control,Plant-based NPS,2005,50.25
Africa,Eritrea,ERI,Solvents and Inhallants,Solvents and inhalants,2005,0.34
Europe,Estonia,EST,Cannabis-type,Cannabis plants,2005,4.5
Europe,Estonia,EST,Cocaine-type,"Cocaine (base, paste and salts)",2005,0.0502
Europe,Estonia,EST,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,20.2
Europe,Estonia,EST,Hallucinogens,Non-specified hallucinogens,2005,0.053
Europe,Estonia,EST,Opioids,Heroin,2005,0.0993
Europe,Estonia,EST,Cannabis-type,Marijuana (herb),2005,0.0694
Europe,Estonia,EST,Cannabis-type,Hashish (resin),2005,9.8794
Europe,Estonia,EST,Cannabis-type,Cannabis plants,2005,1.54
Europe,Estonia,EST,ATS,Ecstasy-type substances,2005,0.668015
Europe,Estonia,EST,ATS,Amphetamine,2005,1.467
Europe,Estonia,EST,ATS,Methamphetamine,2005,0.4
Europe,Estonia,EST,Opioids,Poppy seed,2005,34
Europe,Estonia,EST,Opioids,Illicit morphine,2005,0.0038
Europe,Estonia,EST,Opioids,Other illicit opioids,2005,1
Europe,Estonia,EST,Non-specified,Non-specified,2005,0.5
Europe,Estonia,EST,Hallucinogens,LSD,2005,2.00E-07
Europe,Estonia,EST,Sedatives and Tranquillizers,GHB,2005,33
Africa,Ethiopia,ETH,Opioids,Heroin,2005,20.269
Africa,Ethiopia,ETH,Cannabis-type,Marijuana (herb),2005,25.657
Africa,Ethiopia,ETH,Cannabis-type,Hashish (resin),2005,254
Europe,Finland,FIN,Cannabis-type,Cannabis plants,2005,946
Europe,Finland,FIN,Cocaine-type,"Cocaine (base, paste and salts)",2005,1.2
Europe,Finland,FIN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.803249982
Europe,Finland,FIN,Opioids,Heroin,2005,52.4
Europe,Finland,FIN,Opioids,Other illicit opioids,2005,0.836950012
Europe,Finland,FIN,Cannabis-type,Marijuana (herb),2005,43.4
Europe,Finland,FIN,Cannabis-type,Hashish (resin),2005,430.6
Europe,Finland,FIN,Cannabis-type,Cannabis plants,2005,43.3
Europe,Finland,FIN,Hallucinogens,LSD,2005,2.25E-05
Europe,Finland,FIN,Substances not under international control,Plant-based NPS,2005,2562
Europe,Finland,FIN,ATS,Ecstasy-type substances,2005,14.14891
Europe,Finland,FIN,ATS,Methamphetamine,2005,2.1
Europe,Finland,FIN,ATS,Amphetamine,2005,114.5
Europe,Finland,FIN,Opioids,Illicit morphine,2005,0.058700001
Europe,France,FRA,Cocaine-type,"Cocaine (base, paste and salts)",2005,5185.892
Europe,France,FRA,Opioids,Heroin,2005,748.798
Europe,France,FRA,Opioids,Illicit morphine,2005,15.864
Europe,France,FRA,Opioids,Opium,2005,2.477
Europe,France,FRA,Cocaine-type,Coca leaf,2005,0.1
Europe,France,FRA,Cannabis-type,Cannabis oil,2005,1.78
Europe,France,FRA,Cannabis-type,Marijuana (herb),2005,3062.423
Europe,France,FRA,Cannabis-type,Hashish (resin),2005,83470.741
Europe,France,FRA,Cannabis-type,Cannabis plants,2005,54.292
Europe,France,FRA,Hallucinogens,LSD,2005,0.00031615
Europe,France,FRA,Substances not under international control,Plant-based NPS,2005,818.79
Europe,France,FRA,Cocaine-type,Crack,2005,10.715
Europe,France,FRA,ATS,Ecstasy-type substances,2005,225.918608
Europe,France,FRA,ATS,Methamphetamine,2005,0.14
Europe,France,FRA,ATS,Amphetamine,2005,111.499
Europe,France,FRA,Substances not under international control,Ketamine and phencyclidine-type substances,2005,0.0228
Europe,France,FRA,Sedatives and Tranquillizers,GHB,2005,1
Africa,Gabon,GAB,Cannabis-type,Marijuana (herb),2005,109
Africa,Gabon,GAB,Opioids,Heroin,2005,0.08
Africa,Gabon,GAB,Cocaine-type,"Cocaine (base, paste and salts)",2005,0.1
Africa,Gambia,GMB,Cocaine-type,"Cocaine (base, paste and salts)",2005,17.137315
Africa,Gambia,GMB,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,1.092899976
Africa,Gambia,GMB,Opioids,Heroin,2005,0.003
Africa,Gambia,GMB,Cannabis-type,Marijuana (herb),2005,672.12386
Africa,Gambia,GMB,Cannabis-type,Hashish (resin),2005,0.06109
Asia,Georgia,GEO,Opioids,Opium,2005,38
Europe,Germany,DEU,Cocaine-type,"Cocaine (base, paste and salts)",2005,1078.881
Europe,Germany,DEU,Opioids,Heroin,2005,786.621
Europe,Germany,DEU,Opioids,Opium,2005,154.63
Europe,Germany,DEU,Cannabis-type,Cannabis oil,2005,0.052
Europe,Germany,DEU,Cannabis-type,Marijuana (herb),2005,3013.662
Europe,Germany,DEU,Cannabis-type,Hashish (resin),2005,3637.468
Europe,Germany,DEU,Cannabis-type,Cannabis plants,2005,9393.6
Europe,Germany,DEU,Hallucinogens,LSD,2005,0.0008279
Europe,Germany,DEU,Substances not under international control,Plant-based NPS,2005,14321.591
Europe,Germany,DEU,Cocaine-type,Crack,2005,5.619
Europe,Germany,DEU,ATS,Ecstasy-type substances,2005,430.594068
Europe,Germany,DEU,ATS,Methamphetamine,2005,16.399
Europe,Germany,DEU,ATS,Amphetamine,2005,668.791
Africa,Ghana,GHA,Cannabis-type,Marijuana (herb),2005,14284.5
Africa,Ghana,GHA,Opioids,Heroin,2005,8.2
Africa,Ghana,GHA,Cocaine-type,"Cocaine (base, paste and salts)",2005,661.2
Europe,Greece,GRC,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.583829987
Europe,Greece,GRC,Opioids,Heroin,2005,0.031199999
Europe,Greece,GRC,Hallucinogens,LSD,2005,6.00E-06
Europe,Greece,GRC,Opioids,Pharmaceutical opioids,2005,0.767700011
Europe,Greece,GRC,ATS,Ecstasy-type substances,2005,40.863548
Europe,Greece,GRC,ATS,Amphetamine,2005,0.036432
Europe,Greece,GRC,Cocaine-type,"Cocaine (base, paste and salts)",2005,42.824
Europe,Greece,GRC,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.103
Europe,Greece,GRC,Opioids,Heroin,2005,331.342
Europe,Greece,GRC,Opioids,Opium,2005,1.679
Europe,Greece,GRC,Cocaine-type,Coca leaf,2005,0.005
Europe,Greece,GRC,Cannabis-type,Cannabis oil,2005,3.011
Europe,Greece,GRC,Cannabis-type,Marijuana (herb),2005,8011.421
Europe,Greece,GRC,Cannabis-type,Hashish (resin),2005,10209.003
Europe,Greece,GRC,Cannabis-type,Cannabis plants,2005,3499
Europe,Greece,GRC,Hallucinogens,LSD,2005,6
Europe,Greece,GRC,Substances not under international control,Plant-based NPS,2005,34.498
Europe,Greece,GRC,Opioids,Pharmaceutical opioids,2005,8.752
Europe,Greece,GRC,ATS,Ecstasy-type substances,2005,0.023
Europe,Greece,GRC,ATS,Methamphetamine,2005,0.009
Europe,Greece,GRC,ATS,Amphetamine,2005,1.203
Americas,Grenada,GRD,Cannabis-type,Marijuana (herb),2005,0.595
Americas,Grenada,GRD,Cocaine-type,"Cocaine (base, paste and salts)",2005,16.019
Americas,Grenada,GRD,Cannabis-type,Marijuana (herb),2005,106.055
Americas,Grenada,GRD,Cannabis-type,Cannabis plants,2005,544.1
Americas,Grenada,GRD,Cocaine-type,Crack,2005,0.070000001
Americas,Guatemala,GTM,Cocaine-type,"Cocaine (base, paste and salts)",2005,5073.69
Americas,Guatemala,GTM,Opioids,Heroin,2005,17.88
Americas,Guatemala,GTM,Cannabis-type,Marijuana (herb),2005,47.6055
Americas,Guatemala,GTM,Cannabis-type,Cannabis plants,2005,69472.4
Americas,Guatemala,GTM,Cocaine-type,Crack,2005,11.387
Americas,Guadeloupe,GLP,Cocaine-type,"Cocaine (base, paste and salts)",2005,405
Africa,Guinea,GIN,Cannabis-type,Marijuana (herb),2005,1310
Africa,Guinea,GIN,Cocaine-type,"Cocaine (base, paste and salts)",2005,40
Africa,Guinea,GIN,Opioids,Heroin,2005,60
Africa,Guinea,GIN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.755
Africa,Guinea,GIN,ATS,Non-specified ATS,2005,0.055
Americas,Guyana,GUY,Cocaine-type,"Cocaine (base, paste and salts)",2005,48.667
Americas,Guyana,GUY,Opioids,Heroin,2005,0.13
Americas,Guyana,GUY,Cannabis-type,Marijuana (herb),2005,995.8435
Americas,Guyana,GUY,Cannabis-type,Cannabis plants,2005,51433.85
Americas,Guyana,GUY,Cocaine-type,Crack,2005,0.675
Americas,Guyana,GUY,ATS,Ecstasy-type substances,2005,0.015718
Americas,Haiti,HTI,Cocaine-type,"Cocaine (base, paste and salts)",2005,86.3
Americas,Haiti,HTI,Cocaine-type,Crack,2005,0.003
Americas,Haiti,HTI,Cannabis-type,Marijuana (herb),2005,228.07
Asia,"China, Hong Kong SAR",HKG,Opioids,Pharmaceutical opioids,2005,19.12000084
Asia,"China, Hong Kong SAR",HKG,Opioids,Pharmaceutical opioids,2005,0.0319
Asia,"China, Hong Kong SAR",HKG,ATS,Methamphetamine,2005,11.47000027
Asia,"China, Hong Kong SAR",HKG,ATS,Methamphetamine,2005,0.02799
Asia,"China, Hong Kong SAR",HKG,ATS,Ecstasy-type substances,2005,19.5375
Asia,"China, Hong Kong SAR",HKG,Substances not under international control,Ketamine and phencyclidine-type substances,2005,0.000225
Asia,"China, Hong Kong SAR",HKG,Cocaine-type,"Cocaine (base, paste and salts)",2005,11.61
Asia,"China, Hong Kong SAR",HKG,Opioids,Heroin,2005,42.008
Asia,"China, Hong Kong SAR",HKG,Cannabis-type,Marijuana (herb),2005,473.06
Asia,"China, Hong Kong SAR",HKG,Cannabis-type,Hashish (resin),2005,12.005
Asia,"China, Hong Kong SAR",HKG,Opioids,Pharmaceutical opioids,2005,103
Asia,"China, Hong Kong SAR",HKG,ATS,Ecstasy-type substances,2005,0.21
Asia,"China, Hong Kong SAR",HKG,ATS,Methamphetamine,2005,239.094
Asia,"China, Hong Kong SAR",HKG,Substances not under international control,Ketamine and phencyclidine-type substances,2005,409.048
Asia,"China, Hong Kong SAR",HKG,Cocaine-type,Crack,2005,5.395
Asia,"China, Hong Kong SAR",HKG,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.090989998
Americas,Honduras,HND,Opioids,Heroin,2005,0.00042
Americas,Honduras,HND,Cocaine-type,"Cocaine (base, paste and salts)",2005,472.709
Americas,Honduras,HND,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,7.00E-05
Americas,Honduras,HND,Opioids,Heroin,2005,2.5
Americas,Honduras,HND,Cannabis-type,Marijuana (herb),2005,878.25
Americas,Honduras,HND,Cannabis-type,Cannabis plants,2005,80.6
Americas,Honduras,HND,Cocaine-type,Crack,2005,0.173500003
Europe,Hungary,HUN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.00486
Europe,Hungary,HUN,Cannabis-type,Cannabis plants,2005,81.1
Europe,Hungary,HUN,ATS,Ecstasy-type substances,2005,64.626183
Europe,Hungary,HUN,Cocaine-type,"Cocaine (base, paste and salts)",2005,7.802
Europe,Hungary,HUN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.329
Europe,Hungary,HUN,Opioids,Heroin,2005,237.844
Europe,Hungary,HUN,Cocaine-type,Coca leaf,2005,0.943
Europe,Hungary,HUN,Cannabis-type,Marijuana (herb),2005,161.717
Europe,Hungary,HUN,Cannabis-type,Hashish (resin),2005,12.859
Europe,Hungary,HUN,Cannabis-type,Cannabis plants,2005,12.004
Europe,Hungary,HUN,Hallucinogens,LSD,2005,2.86E-05
Europe,Hungary,HUN,ATS,Ecstasy-type substances,2005,61.108
Europe,Hungary,HUN,ATS,Methamphetamine,2005,0.107
Europe,Hungary,HUN,ATS,Amphetamine,2005,28.28
Europe,Hungary,HUN,Substances not under international control,Ketamine and phencyclidine-type substances,2005,0.078
Europe,Hungary,HUN,Non-specified,Non-specified,2005,2
Europe,Iceland,ISL,Cannabis-type,Cannabis plants,2005,89.2
Europe,Iceland,ISL,ATS,Ecstasy-type substances,2005,0.417069
Europe,Iceland,ISL,ATS,Methamphetamine,2005,0.007875
Europe,Iceland,ISL,ATS,Amphetamine,2005,0.249458
Europe,Iceland,ISL,Cocaine-type,"Cocaine (base, paste and salts)",2005,1.143
Europe,Iceland,ISL,Opioids,Illicit morphine,2005,0.001
Europe,Iceland,ISL,Cannabis-type,Marijuana (herb),2005,4.832
Europe,Iceland,ISL,Cannabis-type,Hashish (resin),2005,20.772
Europe,Iceland,ISL,Cannabis-type,Cannabis plants,2005,3.205
Europe,Iceland,ISL,ATS,Ecstasy-type substances,2005,0.137
Europe,Iceland,ISL,ATS,Methamphetamine,2005,3.987
Europe,Iceland,ISL,ATS,Amphetamine,2005,14.298
Europe,Iceland,ISL,Cannabis-type,Non-specified cannabis-type,2005,0
Europe,Iceland,ISL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.00032
Europe,Iceland,ISL,Hallucinogens,LSD,2005,0.0002173
Asia,India,IND,Substances not under international control,Ketamine and phencyclidine-type substances,2005,60.82
Asia,India,IND,Opioids,Opium,2005,2009
Asia,India,IND,Cannabis-type,Marijuana (herb),2005,153660
Asia,India,IND,Cannabis-type,Hashish (resin),2005,3965
Asia,India,IND,Cocaine-type,"Cocaine (base, paste and salts)",2005,4
Asia,India,IND,Opioids,Heroin,2005,981
Asia,India,IND,Opioids,Illicit morphine,2005,47
Asia,India,IND,Sedatives and Tranquillizers,Methaqualone,2005,472
Asia,Indonesia,IDN,ATS,Ecstasy-type substances,2005,76.5048
Asia,Indonesia,IDN,ATS,Methamphetamine,2005,262.80328
Asia,Indonesia,IDN,Cannabis-type,Cannabis seed,2005,1.679
Asia,Indonesia,IDN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,22.72418949
Asia,Indonesia,IDN,Cocaine-type,"Cocaine (base, paste and salts)",2005,1.0125
Asia,Indonesia,IDN,Hallucinogens,Non-specified hallucinogens,2005,227.1419034
Asia,Indonesia,IDN,Opioids,Heroin,2005,19.79977
Asia,Indonesia,IDN,Opioids,Other illicit opioids,2005,0.000675
Asia,Indonesia,IDN,Cannabis-type,Marijuana (herb),2005,22835.6908
Asia,Indonesia,IDN,Cannabis-type,Hashish (resin),2005,0.7201
Asia,Indonesia,IDN,Cannabis-type,Cannabis plants,2005,18760.2
Asia,Indonesia,IDN,ATS,Amphetamine,2005,63.754
Asia,Indonesia,IDN,Substances not under international control,Ketamine and phencyclidine-type substances,2005,290
Asia,Indonesia,IDN,Opioids,Opium,2005,0.0027
Asia,Iran (Islamic Republic of),IRN,Substances not under international control,Other substances not under int. control,2005,13501
Asia,Iran (Islamic Republic of),IRN,Cocaine-type,"Cocaine (base, paste and salts)",2005,26.54
Asia,Iran (Islamic Republic of),IRN,Opioids,Heroin,2005,5554
Asia,Iran (Islamic Republic of),IRN,Opioids,Illicit morphine,2005,6939
Asia,Iran (Islamic Republic of),IRN,Opioids,Opium,2005,231352
Asia,Iran (Islamic Republic of),IRN,Opioids,Other illicit opioids,2005,6319
Asia,Iran (Islamic Republic of),IRN,Cannabis-type,Hashish (resin),2005,68836
Asia,Iran (Islamic Republic of),IRN,ATS,Ecstasy-type substances,2005,0.711
Asia,Iran (Islamic Republic of),IRN,Opioids,Poppy seed,2005,225095
Asia,Iran (Islamic Republic of),IRN,ATS,Methamphetamine,2005,2.3
Europe,Ireland,IRL,ATS,Amphetamine,2005,4.921356
Europe,Ireland,IRL,ATS,Ecstasy-type substances,2005,230.263551
Europe,Ireland,IRL,Cannabis-type,Cannabis plants,2005,12.4
Europe,Ireland,IRL,Cannabis-type,Marijuana (herb),2005,331.028
Europe,Ireland,IRL,Cannabis-type,Hashish (resin),2005,8638.754
Europe,Ireland,IRL,Opioids,Heroin,2005,32.604
Europe,Ireland,IRL,Cocaine-type,"Cocaine (base, paste and salts)",2005,306.147
Europe,Ireland,IRL,ATS,Amphetamine,2005,16.866
Europe,Ireland,IRL,ATS,Methamphetamine,2005,0.192
Europe,Ireland,IRL,ATS,Ecstasy-type substances,2005,3.461
Europe,Ireland,IRL,Hallucinogens,LSD,2005,0.0063494
Europe,Ireland,IRL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.138299997
Europe,Ireland,IRL,Substances not under international control,Plant-based NPS,2005,373
Asia,Iraq,IRQ,Cannabis-type,Hashish (resin),2005,121.217459
Asia,Iraq,IRQ,Opioids,Opium,2005,35.585
Asia,Iraq,IRQ,Substances not under international control,Other substances not under int. control,2005,1.078469976
Asia,Israel,ISR,Hallucinogens,LSD,2005,0.000144
Asia,Israel,ISR,Cocaine-type,"Cocaine (base, paste and salts)",2005,159
Asia,Israel,ISR,Opioids,Heroin,2005,140
Asia,Israel,ISR,Opioids,Illicit morphine,2005,0.0247
Asia,Israel,ISR,Opioids,Opium,2005,8.5
Asia,Israel,ISR,Cannabis-type,Marijuana (herb),2005,1000
Asia,Israel,ISR,Cannabis-type,Hashish (resin),2005,1022
Asia,Israel,ISR,Hallucinogens,LSD,2005,0.214000002
Asia,Israel,ISR,Cocaine-type,Crack,2005,4.5
Asia,Israel,ISR,ATS,Ecstasy-type substances,2005,63.416223
Asia,Israel,ISR,ATS,Amphetamine,2005,0.07599
Europe,Italy,ITA,Substances not under international control,Ketamine and phencyclidine-type substances,2005,0.0001
Europe,Italy,ITA,Opioids,Pharmaceutical opioids,2005,0.186000003
Europe,Italy,ITA,Cocaine-type,"Cocaine (base, paste and salts)",2005,0.100000001
Europe,Italy,ITA,Opioids,Heroin,2005,0.034169999
Europe,Italy,ITA,Opioids,Illicit morphine,2005,0.036600001
Europe,Italy,ITA,Opioids,Opium,2005,0.0006
Europe,Italy,ITA,Cannabis-type,Cannabis oil,2005,0.0042
Europe,Italy,ITA,Cannabis-type,Marijuana (herb),2005,0.286
Europe,Italy,ITA,Cannabis-type,Hashish (resin),2005,0.140400006
Europe,Italy,ITA,Hallucinogens,LSD,2005,0.00034895
Europe,Italy,ITA,Cocaine-type,Crack,2005,0.0026
Europe,Italy,ITA,ATS,Ecstasy-type substances,2005,86.662277
Europe,Italy,ITA,ATS,Amphetamine,2005,0.150029
Europe,Italy,ITA,Cocaine-type,"Cocaine (base, paste and salts)",2005,4371.32
Europe,Italy,ITA,Opioids,Heroin,2005,1373.317
Europe,Italy,ITA,Opioids,Illicit morphine,2005,0.002
Europe,Italy,ITA,Opioids,Opium,2005,0.159
Europe,Italy,ITA,Cocaine-type,Coca leaf,2005,0.003
Europe,Italy,ITA,Cannabis-type,Cannabis oil,2005,0.315
Europe,Italy,ITA,Cannabis-type,Marijuana (herb),2005,2468.545
Europe,Italy,ITA,Cannabis-type,Hashish (resin),2005,23184.995
Europe,Italy,ITA,Cannabis-type,Cannabis plants,2005,13823.4
Europe,Italy,ITA,Hallucinogens,LSD,2005,0.017
Europe,Italy,ITA,Substances not under international control,Plant-based NPS,2005,463.784
Europe,Italy,ITA,Cocaine-type,Crack,2005,0.741
Europe,Italy,ITA,ATS,Ecstasy-type substances,2005,8.254
Europe,Italy,ITA,ATS,Methamphetamine,2005,0.203
Europe,Italy,ITA,ATS,Amphetamine,2005,6.274
Europe,Italy,ITA,Substances not under international control,Ketamine and phencyclidine-type substances,2005,4.7
Europe,Italy,ITA,Opioids,Poppy seed,2005,0.000711
Europe,Italy,ITA,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,9.00E-05
Europe,Italy,ITA,Opioids,Other illicit opioids,2005,0.000125
Europe,Italy,ITA,Opioids,Pharmaceutical opioids,2005,3
Africa,Côte d'Ivoire,CIV,Cannabis-type,Marijuana (herb),2005,1347
Africa,Côte d'Ivoire,CIV,Opioids,Heroin,2005,0.1
Africa,Côte d'Ivoire,CIV,Cocaine-type,"Cocaine (base, paste and salts)",2005,0.07
Africa,Côte d'Ivoire,CIV,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,1.226039973
Americas,Jamaica,JAM,Cocaine-type,Crack,2005,3.94
Americas,Jamaica,JAM,Cocaine-type,"Cocaine (base, paste and salts)",2005,142.38
Americas,Jamaica,JAM,Cannabis-type,Marijuana (herb),2005,17654
Americas,Jamaica,JAM,ATS,Ecstasy-type substances,2005,3.54197
Asia,Japan,JPN,Cannabis-type,Non-specified cannabis-type,2005,0
Asia,Japan,JPN,Cannabis-type,Cannabis plants,2005,536.8
Asia,Japan,JPN,ATS,Methamphetamine,2005,7.89489
Asia,Japan,JPN,Cocaine-type,"Cocaine (base, paste and salts)",2005,2.9926
Asia,Japan,JPN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.214369995
Asia,Japan,JPN,Opioids,Heroin,2005,0.115
Asia,Japan,JPN,Opioids,Illicit morphine,2005,0.005
Asia,Japan,JPN,Opioids,Opium,2005,1.044
Asia,Japan,JPN,Opioids,Poppy plants,2005,55.2
Asia,Japan,JPN,Cannabis-type,Marijuana (herb),2005,652.2
Asia,Japan,JPN,Cannabis-type,Hashish (resin),2005,233.9
Asia,Japan,JPN,Cannabis-type,Cannabis plants,2005,85.8
Asia,Japan,JPN,Hallucinogens,LSD,2005,5.82E-05
Asia,Japan,JPN,Non-specified,Non-specified,2005,0.171749996
Asia,Japan,JPN,ATS,Ecstasy-type substances,2005,154.6449
Asia,Japan,JPN,ATS,Methamphetamine,2005,122.8
Asia,Japan,JPN,Cannabis-type,Non-specified cannabis-type,2005,86
Asia,Japan,JPN,Opioids,Poppy seed,2005,0.000522
Asia,Japan,JPN,Opioids,Other illicit opioids,2005,0.1
Asia,Jordan,JOR,Cocaine-type,"Cocaine (base, paste and salts)",2005,0.485
Asia,Jordan,JOR,Opioids,Heroin,2005,117.842
Asia,Jordan,JOR,Opioids,Opium,2005,3.5
Asia,Jordan,JOR,Cannabis-type,Cannabis oil,2005,35.5
Asia,Jordan,JOR,Cannabis-type,Hashish (resin),2005,1485.477
Asia,Jordan,JOR,ATS,Amphetamine,2005,1896.87411
Asia,Jordan,JOR,Cannabis-type,Marijuana (herb),2005,15.4
Asia,Jordan,JOR,Opioids,Poppy seed,2005,3.5
Asia,Kazakhstan,KAZ,Opioids,Heroin,2005,625.7
Asia,Kazakhstan,KAZ,Opioids,Opium,2005,668.9
Asia,Kazakhstan,KAZ,Cannabis-type,Non-specified cannabis-type,2005,21732.6
Asia,Kazakhstan,KAZ,Cannabis-type,Marijuana (herb),2005,21732.6
Asia,Kazakhstan,KAZ,Substances not under international control,Other substances not under int. control,2005,219.82
Asia,Kazakhstan,KAZ,Opioids,Poppy plants,2005,165.37
Asia,Kazakhstan,KAZ,Cannabis-type,Hashish (resin),2005,284
Asia,Kazakhstan,KAZ,ATS,Ecstasy-type substances,2005,10.8
Africa,Kenya,KEN,Cocaine-type,"Cocaine (base, paste and salts)",2005,10.476
Africa,Kenya,KEN,Opioids,Heroin,2005,23
Africa,Kenya,KEN,Cannabis-type,Marijuana (herb),2005,9851
Africa,Kenya,KEN,Cannabis-type,Non-specified cannabis-type,2005,50844
Africa,Kenya,KEN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),2005,0.01572
Asia,Kuwait,KWT,ATS,Amphetamine,2005,11.18787
Asia,Kyrgyzstan,KGZ,Opioids,Heroin,2005,259.569
Asia,Kyrgyzstan,KGZ,Opioids,Opium,2005,261.456
Asia,Kyrgyzstan,KGZ,Opioids,Other illicit opioids,2005,1820.294
Asia,Kyrgyzstan,KGZ,Cannabis-type,Marijuana (herb),2005,1983.797
Asia,Kyrgyzstan,KGZ,Cannabis-type,Hashish (resin),2005,131.009
Asia,Kyrgyzstan,KGZ,Cannabis-type,Cannabis plants,2005,206.903
Asia,Kyrgyzstan,KGZ,Cannabis-type,Non-specified cannabis-type,2005,1983.8
